controlNumber,prefLabel,scopeNote
255992,Separation (psykologi),
255993,Separation (psykologi) i litteraturen,
165006,Separationsrätt,
165007,Separationsångest,"- psykologi Dodf, - psykiatri Vla."
163750,Separatism,se även resp lands historia
165009,Separatorer,se även resp användningsområde
165010,Separering (teknik),
165013,"Sepoyupproret, Indien, 1857-1858",
141180,Sepsis,
165015,Septetter,
165017,Septuaginta,
164940,Sequenser,
138625,Serafimerorden,
167415,Serapionsbröderna,
165019,Serapiskult,
165020,Serber,
165021,Serber--historia,
165025,Serbien,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia. | Särsk orter Nnbz.
220169,Serbien och Montenegro,
140665,Serbien--Belgrad,
222820,Serbisk experimentell litteratur,
374466,Serbisk konst,
168417,Serbisk litteratur,För litteraturen i sig se Hmf.
165026,Serbisk litteratur--historia,
371190,Serbisk matlagning,
372595,Serbisk målarkonst,
217516,Serbisk poesi,
373671,Serbisk porträttkonst,
267418,Serbiska historiska romaner,För genren i sig används SAB-kod Hmf.01.
267419,Serbiska romaner,För genren i sig används SAB-kod Hmf.01.
219331,Serbiska språket,
372596,Serbiskt muralmåleri,
374880,Serbiskt väggmåleri,
216405,Serbokroatisk litteratur,För litteraturen i sig se Hmf.
165027,Serbokroatisk litteratur--historia,
165029,Serbokroatiska språket,
165030,Serenader,
331236,Serer (folk),
165036,Serer (språk),
313533,Seriefigurer,Se även ämnesord för särskilda seriefigurer t.ex. Kalle Anka (fiktiv gestalt).
143047,Seriell musik,
165038,Seriella  publikationer,Även genre/formterm.
170330,Seriemord,"- straffrätt Oeb, - kriminologi Oepa. -  Hit förs verk om mord begångna av en person under en längre tidsperiod, förövade på flera ställen och vanligen omfattande endast ett offer åt gången"
170331,Seriemördare,Särsk Lz. | Tidigare SAB-kod Oe. Ändrat 2004-09-23.
165041,Serier (matematik),
266203,Serieromaner,"En längre sammanhängande och avslutad berättande serie, som är minst 65 – 100 sidor lång (verkets ”längd” har även att göra med t ex antal bilder per sida, och kan därav inte definieras enbart av sidantal). Begreppet avser ej samlingar av episoder i en längre löpande serie om inte dessa bildar en större helhet, som är tydligt sammanhängande och avslutad. | Även genre/formterm."
165042,Serietecknare,"- litteraturvetenskap G.05, - teckningskonst Ig, särsk Ibz."
165044,Serietillverkning,
165202,Serigrafi,"- tryckeriteknik Poa, - grafisk konst If, - textiltryck Pjbad."
165047,Serologi,
165048,Serotonin,"- organisk kemi Uceb, - biokemi Ue.0482, - nervsystemet Vef. Tidigare utan SAB-koder. Ändrat 2009-02-19."
165050,Serpent,
165053,Serumterapi,
165054,Servering,
165066,Serverprogram,
165055,Servettbrytning,
166508,Servetter,"- dukning Qcai, - konsthantverk Ihc"
161758,Service management,
165058,Servicebostäder,
165060,Servicebostäder för handikappade,
165059,Servicebostäder för äldre,
228727,Servicehundar,"- handikapphjälpmedel Ohfh, - hundar Qdfja."
352348,Serviceyrken,
238762,Serviser,"- dukning Qcai, - keramik och glas Ihf."
214825,Servitriser,Särsk Lz.
165061,Servitut,
278642,Servitörer,Särsk Lz.
165062,Servomekanismer,
165064,Servoteknik,
165067,Setter (rasgrupp),
233301,Setu,
252151,Setukeser,
350787,Sevdalinka,"Bosnien, traditionell urban kärlekssång"
165072,Sevärdheter,
307502,Sex sigma,
165090,Sex- och samlevnadsundervisning,
165074,Sexdagarskriget 1967,
247990,Sexindustri,
165075,Sexism,
215554,Sexism i filmen,
324830,Sexism i konsten,
l1pfg4zcj54zxc2r,Sexism i läromedel,
333198,Sexism i massmedia,
1drrxcwjzpxmlpdz,Sexköpare,
p2fgn9bvm36zh0n2,Sexköpare--attityder,
t683w7k9r1zklx9w,Sexleksaker,
151923,Sexliv,
364152,Sexmissbruk,
165076,Sexnationsinitiativet,
165077,Sexologi,
333224,Sextant,"- fartyg och sjöfart. Manöverorgan och instrument Prcad, - astronomi - instrumentlära Ua.02."
165078,Sextetter,
165080,Sextimmarsdag,
161759,Sexturism,
164889,Sexualbrott,kriminologi Oepa; straffrätt Oeb
172007,Sexualbrottslingar,"- kriminologi Oepa, - straffrätt Oeb"
165083,Sexualetik,kristen etik Cfvn
4n6rlwj92q4gntr4,Sexualetik--historia,
165085,Sexualitet,
398566,Sexualitet i Bibeln,
250277,Sexualitet i dansen,
226642,Sexualitet i filmen,
226643,Sexualitet i konsten,
170367,Sexualitet i litteraturen,
171973,Sexualitet i massmedia,
323375,Sexualitet i operan,
272817,Sexualitet i reklamen,
v6hn2b93sg8hbp56,Sexualitet i sceniska konsten,
165086,Sexualitet--historia,
172067,Sexualitet--religiösa aspekter,
165088,Sexualmord,
167870,Sexualpolitik,
165089,Sexualrådgivning,
165084,Sexuell hälsa,
305579,Sexuell läggning,
l4mdcd5njhvqmv8m,Sexuell njutning,
268662,Sexuell selektion,
157495,Sexuella avvikelser,
165091,Sexuella fantasier,
388259,Sexuella fantasier i litteraturen,
165092,Sexuella funktionsstörningar,"- sexologi, - gynekologi och andrologi Vg"
165093,Sexuella trakasserier,"- könsrollsfrågor Ohj, - arbete och arbetsmarknad Ohae."
165094,Sexuella övergrepp,
2fb45f1d086kc5r2,Sexuella övergrepp i litteraturen,
168552,Sexuella övergrepp mot barn,"- prostitution, otukt, incest, våldtäkt Vndp, - kriminologi Oepa."
304710,Sexuella övergrepp mot barn i litteraturen,
r7w5fg5rpc9nqwdq,Sexuella övergrepp mot barn i massmedia,
172058,Sexuella övergrepp--historia,
259983,Sexuellt beteende hos djur,
400970,Sexuellt samtycke,
165095,Seychellerna,
165097,Sfinxer,
299812,Sfinxer i konsten,
299813,Sfinxer i litteraturen,
166881,Sfärernas harmoni,
165099,Sfärisk astronomi,
164107,SGML,
166768,Sgraffito,
350794,Shaabi,Egypten
165102,Shafiiter,
394415,Shagya-arab (hästras),
239582,Shahada,
362114,Shaivasiddhanta,
165104,Shaktism,
165105,Shakuhachi,
tbgx3m2grstcmwn3,Shambhala,
165109,Shamisen (japansk luta),
229792,Shan (folk),
165112,Shan (språk),
394416,Shar pei,
261878,SharePoint,
165114,Shareware,
250282,"Sharpevillemassakern, Sydafrika, 1960",
138570,Shavuot,
330238,Shawnee (folk),
165909,Shechita,
244535,Shema (judisk bön),
165116,Sheriffer,särsk Lz
165117,Sherpa,
320690,Sherry,
165119,Shetland sheepdog,
165120,Shetlandsponny,
165122,Shi (bantuspråk),
165123,Shiba,
166355,Shigella,
165126,Shih tzu,
165127,Shiiter,
350979,Shima uta,Japan
350981,Shimmy,
165128,Shinto,
308293,Shinto i litteraturen,
165129,Shinty,
165130,Shivaism,
317096,Shkhawri (språk),
350983,Shoegaze,Rock
165131,Shogunatet,
165132,Shona (språk),
138054,Shopping,
215347,Shopping i konsten,
171939,Shoppingagenter,hit verk om den typ av programvara som automatiskt söker på internet efter information om en viss produkt.
165133,Shoshoner,
165134,Shoshoner--historia,
165135,Shower,
343492,Shtettlar,
220384,Shuar (folk),
350984,Shuffle,
165288,SI-systemet,
165138,SIA-reformen,
165136,Siames,
165137,Siamesiska tvillingar,
333593,Sibelius (datorprogram),
165139,Siberian husky,
165140,Sibetdjur,
165145,Sibyllor,
351420,Siciliano,
330948,Sidamo (folk),
165151,Sidamo (språk),
174407,Side show,
165152,Siden,"- textil- och beklädnadsindustri Pjad, - konsthantverk Ihca."
327095,Siden i konsten,
165153,Sidenhandel,
165154,Sidenhandel--historia,
165155,Sidenindustri,
165156,Sidenmålning,"- textiltryck och batik Pjbad, - konsthantverk Ihc."
165157,Sidensvansar,
165159,Sidenvävning,"- konsthantverk Ihca, - vävning Qccb."
161760,Sidvagnar,
233768,Siebenbürgensachsare,
165161,Sienaskolan,
165162,Sierra Leone,Särsk orter Npccmz.
145749,Sierra Leone--Freetown,
365570,Siffernotation,
166767,Sigill,Hit verk om sigill i sig. Verk om det vetenskapliga studiet av sigill får ämnesordet Sigillkunskap.
165098,Sigillkunskap,Hit verk om vetenskapen avseende studium av sigillstampar och sigillavtryck. Sigillkunskap räknas som en historisk hjälpvetenskap (NE). För verk om sigillen i sig används ämnesordet Sigill.
307503,Sigillstampar,
165170,Siglo de Oro,
168029,Signalbehandling,
165171,Signaler,
165174,Signaler (musik),
165176,Signaler (sjöfart),
351421,Signalhorn,
228728,Signalhundar,"- handikapphjälpmedel Ohfhb, - hundar Qdfja."
165180,Signalspaning,
234486,Signalsubstanser,"- organisk kemi Uceb, - biokemi Ue.0482, - nervsystemet Vef."
172008,Signaltransduktion,"- biologi Ue.0397, - medicin Vcbb."
408957,Signaltransduktion (växter),
351422,Signaltrumpet,
165181,Signaltrupper,
165182,Signalväsen,
165184,Signaturer,
165185,Signaturmelodier,
165188,Sigurdsristningen,
165189,Sijo,
165191,Sikar,
165192,Sikher,
319439,Sikhisk etik,
280268,Sikhiska högtider,
283406,Sikhism,
263442,Siksika (folk),
263443,Siksika (språk),
331294,Siku,
165194,Sikuliska,
9s3hx5wn7d0sng99,Silene,
165195,Silhuettklippning,
165198,Silikater,"- oorganisk kemi Ucea, - övrig kemisk-teknisk industri Pmö."
165200,Silikos,
351426,Silk-and-bamboo,"Kina, traditionell amatörorkester"
165203,Silke,
165204,Silkesfjärilar,
169042,Silkesindustri,
328083,Silkesindustri i litteraturen,
165205,Silkesmaskodling,
165206,Silky terrier,
165207,Sill,
165208,Sillfiske,
374915,Sillgrissla,
165209,Silobyggnader,
165210,Silur,
165211,Silver,se även uppslag under: Metaller
165212,Silver--förekomst,
138251,Silverbröllop,
170423,Silvergran,
305770,Silvergruvor,
217996,Silverkragar,"- guld- och silversmide Ihea-cs, - dräkthistoria Ihkt-cs"
165213,Silvermynt,
165214,Silverskedar,
166356,Silversmeder,särsk Ibz
165215,Silversmide,
168298,Silverstämplar,
163446,Simbassänger,
165218,Simhopp,
271661,Simmare,Särsk Rbz.
165220,Simning,
165221,Simpor,
165222,Simskolor,
165223,Simsport,
165224,Simsällskap,
165226,SIMULA (programspråk),
165227,Simulering,
165228,Simuleringsprogram,
165229,Simultantolkning,
165230,Simundervisning,
330750,Sindhi (folk),
165232,Sindhi (språk),
330047,Singaleser,Hit verk om singaleser utanför Sri Lanka. Används endast tillsammans med geografiskt ämnesord. För verk om singaleser i Sri Lanka används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med Sri Lanka.
216413,Singalesisk litteratur,För litteraturen i sig se Hpdk.
165237,Singalesisk litteratur--historia,
165239,Singalesiska språket,
165240,Singapore,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia.
371193,Singaporiansk matlagning,
393006,Singelliv,
165246,Singer/songwriters,
0bfcthzqxwz43ws4,Single-case research design,
160724,Sinka,Obs. att Cornet (LCSH) = Kornett (SAO)
165254,Sinnebilder,
146299,Sinnen och förnimmelser,
398863,Sinnen och förnimmelser i Bibeln,
398874,Sinnen och förnimmelser i konsten,
398870,Sinnen och förnimmelser i litteraturen,
165257,Sinnesfysiologi,
165259,Sinnesorgan,"- medicin Vef, - psykologi Dod."
252155,Sinologer,"- språkvetenskap Fva, - historia Koea, särsk Lz."
165267,Sinologi,"- språkvetenskap Fva, - historia Koea."
161761,Sinopier,
265256,Sinotibetanska språk,
165001,Sinsorisk analys,
5mld8m613683xxnw,Sinte romani (varietet),
k10sqk81hzd87vms,Sinter (folk),
165270,Sinter (metallurgi),
165272,Sintring,
160725,Sionism,
217578,Sionism i litteraturen,
169043,Sionister,särsk Lz
165274,Sions sånger,
165275,Sions sånger--historia,
165276,Sionstoner,
165277,Sionstoner--historia,
165279,Siouxer,
165280,Siouxer--historia,
165278,Siouxspråk,
165281,Siraihi (språk),
165282,Sirap,
165415,Sirendjur,
138603,Sirener (grekisk mytologi),
161762,Sirener (grekisk mytologi) i konsten,
161763,Sirener (grekisk mytologi) i litteraturen,
311128,Sirionó (folk),
165283,Sirionó (språk),
165284,SIS-standard,
166357,Sislar,
349507,Sista ord,
165286,Sista smörjelsen,se även resp samfund med tillägg .02
352001,Sistrum,"Egypten, rasselinstrument"
165289,Sitar,
236524,Sitor,
242554,Sittmöbler,"- möbelkonst Ihhb, - heminredning Qcba."
165292,Sittstrejker,
165293,Sittstrejker--politik,
338641,Situationell brottsprevention,
260356,Sjalar,"- dräkthistoria Ihk, - kläder och sömnad Qcc."
218518,Sjuka,
249879,Sjuka barn,
l2jcr9f5jdh645gg,Sjuka föräldrar,
165299,Sjuka hus,
165300,Sjukdomar,
231049,Sjukdomar i konsten,
174311,Sjukdomar i litteraturen,
250284,Sjukdomar i massmedia,
168936,Sjukdomar i matstrupe,
173585,Sjukdomar i operan,
165303,Sjukdomsbegreppet,
165304,Sjukdomskonst,
166987,Sjukdomsnamn,
166358,Sjukdomsstatistik,
165307,Sjukdomsupplevelser,"Används endast för allmänna verk om sjukdomsupplevelser. För särskilda sjukdomar används ämnesorden [Sjukdomsnamn], Patienter och Biografi eller [Patientgrupp] och Biografi."
165309,Sjukförsäkring,
168582,Sjukhem,"- äldreomsorg Ohfe, - långvård Vpl"
152206,Sjukhus,
165317,Sjukhusbibliotek,
152207,Sjukhusbyggnader,
165321,Sjukhusinfektioner,
161764,Sjukhuskuratorer,
161765,Sjukhuskyrkan,
165324,Sjukkassor,
161766,Sjuklön,
165327,Sjukpenning,
165329,Sjukresor,
165331,Sjukskrivningar,"- allmän sjukförsäkring Okcb, - arbetstid Ohad."
379824,Sjukskrivningar--juridik och lagstiftning,
138084,Sjuksköterska-patientrelationer,
165333,Sjuksköterskeutbildning,
165337,Sjuksköterskor,Särsk Lz.
263691,Sjuksköterskor i konsten,
228731,Sjuksköterskor i massmedia,
228732,Sjuksköterskor på tv,
162726,Sjukvård,
238181,Sjukvård i massmedia,
271597,Sjukvård--historia,
165340,Sjukvårdsadministration,
166513,Sjukvårdsanstalter,särsk Vp-cz---Vp-sz
162728,Sjukvårdsarbete,
165341,Sjukvårdsavgifter,
165342,Sjukvårdsbiträden,Sjukvårdsbiträden har viss (kortare) medicinsk utbildning och utför enklare sysslor vid vårdavdelning på sjukhus. Yrkeskategorin har ersatts av undersköterskor.
165344,Sjukvårdsekonomi,
165345,Sjukvårdsersättning,
165320,Sjukvårdshygien,
165346,Sjukvårdskostnader,
165349,Sjukvårdslokaler,
165352,Sjukvårdsorganisation,
165353,Sjukvårdspersonal,
165354,Sjukvårdspolitik,
165355,Sjukvårdsreformer,
165356,Sjukvårdsstatistik,
165358,Sjukvårdsutrustning,
218519,Sjumanskamrar,
374917,Sjunkna landskap,
m37x6lmzk61gszlv,Sjurygg,
346873,Sjuårskriget 1754-1763 (Nordamerika),Hit verk om de delar av sjuårskriget som utkämpades i Nordamerika 1754-1763.
165359,Sjuårskriget 1756-1763,
165360,Sjuårsplaner,
165361,Själavård,
345102,Själavård i pressen,
165362,Själen,"- religion Cm.02, - filosofi Dh"
305580,Själen i litteraturen,
165365,Själsliv,
316162,Självacceptans,
165366,Självanalys,
6jt0ddq049h9hnr6,Självanpassande system (programvara),
299814,Självbedrägeri,
168115,Självbehärskning,"LCSH:s scopenote: Here are entered works on the ability to inhibit either impulsive or goal-seeking behavior for the sake of a more inclusive goal. Works on the psychological make-up of people with a well-guarded self, little or no need for deep relationships, and who see themselves as efficient and superior, are entered under Self-containment (Personality trait)"
138683,Självbehärskning hos barn,
165367,Självbestämmanderätt,
171912,Självbetjäning,
390722,Självbevarelsedrift,
165370,Självbiografier,För genren i sig se Lz och andra z-klassningar för personer t.ex. Ibz. | Se även genre/formtermen Biografi. Se Riktlinjerna
268079,Självbiografier i litteraturen,
138033,Självbiografiska romaner,"Se även resp litteraturhistoria med tillägg .01, t.ex. svensk Gc.01. För genren i sig se H.01 och resp skönlitteratur med tillägg .01, t.ex. svensk Hc.01. | Se även ämnesord för resp litteraturs självbiografiska romaner, t.ex. Svenska självbiografiska romaner. | Även genreämnesord för skönlitteratur."
172031,Självdestruktivt beteende,
165372,Självförsvar,
168117,Självförtroende,
168506,Självförvaltning,kommuner Odce;  landsting Odcd
165373,Självförverkligande,
281608,Självförverkligande hos barn,
168223,Självhjälpsgrupper,
371086,Självhjälpstekniker,"Hit allmänna verk om processer och tekniker för individer att använda i syfte att lösa egna problem. För verk om en särskild teknik, ämnad att nå ett särskilt mål, används ämnesord för tekniken eller målet t.ex. Beteendemodifikation; Meditation; Självförverkligande; Framgång; etc."
165374,Självhushållning,
165376,Självkostnadsberäkningar,
